id,order_id,menu_item_id
458,153,10
459,153,8
460,154,0
461,154,19
462,154,5
463,155,8
464,155,19
465,155,10
466,156,1
467,156,9
468,156,7
469,157,11
470,157,13
471,157,1
472,158,10
473,158,6
474,158,13
475,159,11
476,159,14
477,159,16
478,160,4
479,160,16
480,160,17
481,161,0
482,161,10
483,161,1
484,162,6
485,162,11
486,162,18
487,163,9
488,163,2
489,163,15
490,164,15
491,164,7
492,164,8
493,165,13
494,165,5
495,165,17
496,166,14
497,166,4
498,166,4
499,167,5
500,167,14
501,167,5
502,168,13
503,168,2
504,168,7
505,169,8
506,169,18
507,169,16
508,170,13
509,170,11
510,170,16
511,171,6
512,171,10
513,171,17
514,172,5
515,172,3
516,172,2
517,173,7
518,173,1
519,173,2
520,174,17
521,174,0
522,174,11
523,175,9
524,175,17
525,175,17
526,176,17
527,176,11
528,176,15
529,177,9
530,177,8
531,177,5
532,178,0
533,178,1
534,178,12
535,179,6
536,179,16
537,179,0
538,180,7
539,180,14
540,180,1
541,181,7
542,181,0
543,181,1
544,182,17
545,182,10
546,182,5
547,183,19
548,183,0
549,183,7
550,184,6
551,184,11
552,184,3
553,185,5
554,185,16
555,185,17
556,186,2
557,186,8
558,186,7
559,187,18
560,187,10
561,187,9
562,188,6
563,188,2
564,188,8
565,189,5
566,189,2
567,189,1
568,190,9
569,190,17
570,190,0
571,191,2
572,191,19
573,191,4
574,192,1
575,192,14
576,192,11
577,193,0
578,193,7
579,193,4
580,194,5
581,194,0
582,194,9
583,195,13
584,195,17
585,195,4
586,196,13
587,196,2
588,196,7
589,197,13
590,197,12
591,197,15
592,198,2
593,198,14
594,198,10
595,199,2
596,199,5
597,199,12
598,200,18
599,200,12
600,200,12
601,201,1
602,201,6
603,201,16
604,202,13
605,202,9
606,202,11
607,203,11
608,203,19
609,203,15
610,204,8
611,204,6
612,204,0
613,205,1
614,205,3
615,205,8
616,206,6
617,206,13
618,206,2
619,207,6
620,207,13
621,207,6
622,208,15
623,208,9
624,208,13
625,209,8
626,209,13
627,209,3
628,210,1
629,210,13
630,210,7
631,211,8
632,211,13
633,211,7
634,212,5
635,212,14
636,212,9
637,213,15
638,213,16
639,213,18
640,214,7
641,214,11
642,214,14
643,215,0
644,215,9
645,215,15
646,216,2
647,216,4
648,216,1
649,217,8
650,217,17
651,217,17
652,218,5
653,218,8
654,218,19
655,219,19
656,219,8
657,219,14
658,220,15
659,220,19
660,220,0
661,221,18
662,221,14
663,221,17
664,222,5
665,222,11
666,222,15
667,223,0
668,223,7
669,223,12
670,224,18
671,224,19
672,224,9
673,225,11
674,225,1
675,225,17
676,226,12
677,226,10
678,226,5
679,227,2
680,227,17
681,227,10
682,228,8
683,228,4
684,228,4
685,229,9
686,229,14
687,229,13
688,230,7
689,230,7
690,230,8
691,231,7
692,231,6
693,231,19
694,232,19
695,232,18
696,232,3
697,233,7
698,233,11
699,233,7
700,234,19
701,234,5
702,234,16
703,235,12
704,235,12
705,235,12
706,236,4
707,236,9
708,236,11
709,237,10
710,237,9
711,237,14
712,238,7
713,238,4
714,238,12
715,239,6
716,239,12
717,239,6
718,240,18
719,240,13
720,240,3
721,241,9
722,241,11
723,241,12
724,242,3
725,242,5
726,242,12
727,243,18
728,243,14
729,243,16
730,244,5
731,244,17
732,244,0
733,245,13
734,245,5
735,245,11
736,246,14
737,246,5
738,246,18
739,247,12
740,247,5
741,247,13
742,248,17
743,248,11
744,248,17
745,249,14
746,249,8
747,249,3
748,250,7
749,250,3
750,250,1
751,251,11
752,251,5
753,251,8
754,252,18
755,252,8
756,252,6
757,253,19
758,253,8
759,253,9
760,254,9
761,254,19
762,254,19
763,255,9
764,255,11
765,255,19
766,256,1
767,256,4
768,256,14
769,257,19
770,257,12
771,257,9
772,258,10
773,258,14
774,258,5
775,259,16
776,259,16
777,259,10
778,260,8
779,260,11
780,260,8
781,261,6
782,261,11
783,261,7
784,262,17
785,262,19
786,262,13
787,263,19
788,263,2
789,263,11
790,264,0
791,264,14
792,264,1
793,265,15
794,265,15
795,265,8
796,266,18
797,266,19
798,266,14
799,267,12
800,267,1
801,267,13
802,268,9
803,268,14
804,268,17
805,269,17
806,269,11
807,269,19
808,270,6
809,270,2
810,270,17
811,271,14
812,271,6
813,271,9
814,272,14
815,272,6
816,272,10
817,273,8
818,273,15
819,273,8
820,274,8
821,274,5
822,274,4
823,275,15
824,275,14
825,275,8
826,276,18
827,276,10
828,276,15
829,277,15
830,277,3
831,277,10
832,278,5
833,278,11
834,278,8
835,279,4
836,279,7
837,279,11
838,280,2
839,280,16
840,280,17
841,281,11
842,281,17
843,281,3
844,282,1
845,282,16
846,282,6
847,283,10
848,283,14
849,283,5
850,284,17
851,284,17
852,284,8
853,285,0
854,285,12
855,285,1
856,286,3
857,286,2
858,286,13
859,287,2
860,287,5
861,287,5
862,288,12
863,288,15
864,288,15
865,289,7
866,289,9
867,289,11
868,290,3
869,290,3
870,290,5
871,291,0
872,291,1
873,291,8
874,292,10
875,292,1
876,292,1
877,293,19
878,293,4
879,293,0
880,294,8
881,294,8
882,294,13
883,295,6
884,295,8
885,295,18
886,296,9
887,296,19
888,296,0
889,297,18
890,297,17
891,297,18
892,298,19
893,298,3
894,298,18
895,299,8
896,299,11
897,299,11
898,300,16
899,300,18
900,300,4
901,301,6
902,301,3
903,301,17
904,302,9
905,302,16
906,302,1
907,303,3
908,303,19
909,303,2
910,304,19
911,304,11
912,304,19
913,305,16
914,305,4
915,305,8
916,306,5
917,306,12
918,306,1
919,307,7
920,307,16
921,307,8
922,308,9
923,308,1
924,308,11
925,309,18
926,309,15
927,309,6
928,310,3
929,310,0
930,310,18
931,311,4
932,311,5
933,311,15
934,312,6
935,312,18
936,312,7
937,313,14
938,313,16
939,313,6
940,314,15
941,314,14
942,314,9
943,315,8
944,315,13
945,315,16
946,316,15
947,316,9
948,316,10
949,317,12
950,317,1
951,317,12
952,318,7
953,318,5
954,318,7
955,319,10
956,319,0
957,319,0
958,320,8
959,320,14
960,320,7
961,321,6
962,321,17
963,321,14
964,322,8
965,322,14
966,322,3
967,323,0
968,323,13
969,323,14
970,324,0
971,324,4
972,324,2
973,325,14
974,325,7
975,325,2
976,326,1
977,326,6
978,326,7
979,327,7
980,327,10
981,327,4
982,328,5
983,328,11
984,328,15
985,329,19
986,329,0
987,329,2
988,330,17
989,330,14
990,330,2
991,331,5
992,331,10
993,331,10
994,332,19
995,332,8
996,332,12
997,333,16
998,333,17
999,333,18
1000,334,7
1001,334,5
1002,334,13
1003,335,10
1004,335,12
1005,335,1
1006,336,10
1007,336,15
1008,336,4
1009,337,4
1010,337,2
1011,337,10
1012,338,2
1013,338,15
1014,338,1
1015,339,15
1016,339,9
1017,339,2
1018,340,12
1019,340,5
1020,340,1
1021,341,1
1022,341,13
1023,341,15
1024,342,1
1025,342,19
1026,342,18
1027,343,3
1028,343,1
1029,343,4
1030,344,16
1031,344,6
1032,344,15
1033,345,11
1034,345,16
1035,345,7
1036,346,5
1037,346,10
1038,346,2
1039,347,7
1040,347,5
1041,347,14
1042,348,17
1043,348,6
1044,348,18
1045,349,5
1046,349,10
1047,349,11
1048,350,3
1049,350,16
1050,350,17
1051,351,17
1052,351,5
1053,351,7
1054,352,16
1055,352,2
1056,352,19
1057,353,7
1058,353,3
1059,353,13
1060,354,8
1061,354,5
1062,354,9
1063,355,18
1064,355,16
1065,355,10
1066,356,18
1067,356,3
1068,356,1
1069,357,7
1070,357,11
1071,357,3
1072,358,2
1073,358,9
1074,358,2
1075,359,0
1076,359,15
1077,359,11
1078,360,4
1079,360,18
1080,360,13
1081,361,17
1082,361,19
1083,361,8
1084,362,6
1085,362,16
1086,362,11
1087,363,6
1088,363,14
1089,363,14
1090,364,3
1091,364,0
1092,364,17
1093,365,4
1094,365,0
1095,365,17
1096,366,8
1097,366,13
1098,366,14
1099,367,4
1100,367,4
1101,367,9
1102,368,18
1103,368,19
1104,368,2
1105,369,16
1106,369,1
1107,369,9
1108,370,4
1109,370,17
1110,370,14
1111,371,14
1112,371,13
1113,371,3
1114,372,11
1115,372,13
1116,372,3
1117,373,8
1118,373,14
1119,373,2
1120,374,8
1121,374,5
1122,374,0
1123,375,17
1124,375,7
1125,375,4
1126,376,8
1127,376,10
1128,376,5
1129,377,12
1130,377,8
1131,377,3
1132,378,16
1133,378,5
1134,378,18
1135,379,0
1136,379,18
1137,379,6
1138,380,1
1139,380,12
1140,380,12
1141,381,1
1142,381,3
1143,381,4
1144,382,1
1145,382,11
1146,382,7
1147,383,13
1148,383,2
1149,383,1
1150,384,18
1151,384,15
1152,384,9
1153,385,16
1154,385,19
1155,385,11
1156,386,0
1157,386,6
1158,386,4
1159,387,13
1160,387,18
1161,387,19
1162,388,4
1163,388,18
1164,388,11
1165,389,3
1166,389,15
1167,389,14
1168,390,8
1169,390,0
1170,390,2
1171,391,1
1172,391,14
1173,391,10
1174,392,13
1175,392,15
1176,392,17
1177,393,5
1178,393,4
1179,393,3
1180,394,6
1181,394,13
1182,394,12
1183,395,10
1184,395,0
1185,395,2
1186,396,4
1187,396,2
1188,396,18
1189,397,17
1190,397,9
1191,397,8
1192,398,0
1193,398,17
1194,398,14
1195,399,4
1196,399,5
1197,399,18
1198,400,19
1199,400,4
1200,400,4
1201,401,19
1202,401,2
1203,401,8
1204,402,11
1205,402,3
1206,402,7
1207,403,18
1208,403,16
1209,403,17
1210,404,4
1211,404,19
1212,404,6
1213,405,5
1214,405,5
1215,405,2
1216,406,11
1217,406,5
1218,406,14
1219,407,13
1220,407,17
1221,407,5
1222,408,12
1223,408,0
1224,408,11
1225,409,5
1226,409,4
1227,409,8
1228,410,7
1229,410,13
1230,410,9
1231,411,15
1232,411,0
1233,411,3
1234,412,12
1235,412,10
1236,412,4
1237,413,2
1238,413,4
1239,413,0
1240,414,11
1241,414,1
1242,414,17
1243,415,0
1244,415,1
1245,415,15
1246,416,1
1247,416,18
1248,416,9
1249,417,8
1250,417,8
1251,417,7
1252,418,6
1253,418,9
1254,418,1
1255,419,9
1256,419,9
1257,419,11
1258,420,0
1259,420,18
1260,420,9
1261,421,4
1262,421,13
1263,421,12
1264,422,6
1265,422,13
1266,422,6
1267,423,15
1268,423,13
1269,423,8
1270,424,19
1271,424,2
1272,424,16
1273,425,18
1274,425,1
1275,425,7
1276,426,18
1277,426,1
1278,426,5
1279,427,9
1280,427,3
1281,427,6
1282,428,5
1283,428,6
1284,428,5
1285,429,15
1286,429,13
1287,429,13
1288,430,5
1289,430,16
1290,430,5
1291,431,10
1292,431,13
1293,431,17
1294,432,3
1295,432,17
1296,432,4
1297,433,17
1298,433,19
1299,433,0
1300,434,4
1301,434,14
1302,434,10
1303,435,10
1304,435,16
1305,435,16
1306,436,15
1307,436,0
1308,436,8
1309,437,6
1310,437,6
1311,437,16
1312,438,5
1313,438,16
1314,438,2
1315,439,7
1316,439,17
1317,439,11
1318,440,1
1319,440,18
1320,440,2
1321,441,9
1322,441,0
1323,441,4
1324,442,1
1325,442,1
1326,442,10
1327,443,14
1328,443,16
1329,443,14
1330,444,5
1331,444,5
1332,444,2
1333,445,19
1334,445,5
1335,445,9
1336,446,12
1337,446,8
1338,446,1
1339,447,3
1340,447,13
1341,447,5
1342,448,10
1343,448,12
1344,448,6
1345,449,5
1346,449,17
1347,449,3
1348,450,4
1349,450,19
1350,450,13
1351,451,2
1352,451,17
1353,451,19
1354,452,12
1355,452,12
1356,452,15
1357,453,14
1358,453,3
1359,453,12
1360,454,10
1361,454,12
1362,454,14
1363,455,12
1364,455,4
1365,455,4
1366,456,8
1367,456,9
1368,456,19
1369,457,14
1370,457,13
1371,457,17
1372,458,18
1373,458,2
1374,458,2
1375,459,0
1376,459,15
1377,459,14
1378,460,18
1379,460,3
1380,460,14
1381,461,14
1382,461,18
1383,461,10
1384,462,15
1385,462,15
1386,462,13
1387,463,19
1388,463,13
1389,463,9
1390,464,17
1391,464,8
1392,464,16
1393,465,16
1394,465,10
1395,465,4
1396,466,10
1397,466,4
1398,466,19
1399,467,5
1400,467,4
1401,467,4
1402,468,11
1403,468,4
1404,468,0
1405,469,0
1406,469,13
1407,469,9
1408,470,9
1409,470,19
1410,470,3
1411,471,3
1412,471,15
1413,471,9
1414,472,2
1415,472,10
1416,472,2
1417,473,13
1418,473,9
1419,473,7
1420,474,6
1421,474,5
1422,474,12
1423,475,17
1424,475,19
1425,475,16
1426,476,14
1427,476,12
1428,476,16
1429,477,11
1430,477,18
1431,477,17
1432,478,12
1433,478,2
1434,478,15
1435,479,5
1436,479,9
1437,479,11
1438,480,8
1439,480,13
1440,480,14
1441,481,2
1442,481,17
1443,481,17
1444,482,8
1445,482,2
1446,482,10
1447,483,2
1448,483,14
1449,483,11
1450,484,19
1451,484,10
1452,484,15
1453,485,19
1454,485,7
1455,485,13
1456,486,14
1457,486,13
1458,486,14
1459,487,12
1460,487,15
1461,487,18
1462,488,2
1463,488,11
1464,488,10
1465,489,15
1466,489,7
1467,489,0
1468,490,19
1469,490,14
1470,490,1
1471,491,18
1472,491,12
1473,491,14
1474,492,4
1475,492,0
1476,492,9
1477,493,11
1478,493,1
1479,493,4
1480,494,5
1481,494,7
1482,494,2
1483,495,15
1484,495,12
1485,495,13
1486,496,11
1487,496,11
1488,496,1
1489,497,17
1490,497,5
1491,497,2
1492,498,13
1493,498,19
1494,498,17
1495,499,10
1496,499,15
1497,499,18
1498,500,2
1499,500,11
1500,500,19
1501,501,4
1502,501,10
1503,501,13
1504,502,13
1505,502,5
1506,502,9
1507,503,1
1508,503,7
1509,503,1
1510,504,13
1511,504,13
1512,504,0
1513,505,11
1514,505,6
1515,505,2
1516,506,3
1517,506,10
1518,506,19
1519,507,17
1520,507,7
1521,507,9
1522,508,4
1523,508,19
1524,508,17
1525,509,0
1526,509,14
1527,509,8
1528,510,4
1529,510,9
1530,510,1
1531,511,1
1532,511,15
1533,511,13
1534,512,1
1535,512,9
1536,512,16
1537,513,18
1538,513,1
1539,513,1
1540,514,6
1541,514,15
1542,514,0
1543,515,17
1544,515,0
1545,515,12
1546,516,7
1547,516,8
1548,516,6
1549,517,8
1550,517,5
1551,517,6
1552,518,15
1553,518,7
1554,518,7
1555,519,13
1556,519,11
1557,519,13
1558,520,5
1559,520,0
1560,520,9
1561,521,18
1562,521,0
1563,521,12
1564,522,11
1565,522,10
1566,522,0
1567,523,19
1568,523,2
1569,523,11
1570,524,0
1571,524,18
1572,524,15
1573,525,3
1574,525,18
1575,525,1
1576,526,7
1577,526,7
1578,526,13
1579,527,16
1580,527,16
1581,527,12
1582,528,14
1583,528,10
1584,528,9
1585,529,19
1586,529,8
1587,529,4
1588,530,5
1589,530,9
1590,530,2
1591,531,14
1592,531,10
1593,531,11
1594,532,1
1595,532,19
1596,532,12
1597,533,18
1598,533,9
1599,533,17
1600,534,16
1601,534,14
1602,534,6
1603,535,11
1604,535,5
1605,535,5
1606,536,18
1607,536,13
1608,536,4
1609,537,2
1610,537,12
1611,537,11
1612,538,4
1613,538,12
1614,538,5
1615,539,5
1616,539,13
1617,539,2
1618,540,5
1619,540,12
1620,540,18
1621,541,1
1622,541,18
1623,541,5
1624,542,17
1625,542,11
1626,542,11
1627,543,2
1628,543,2
1629,543,15
1630,544,15
1631,544,19
1632,544,19
1633,545,16
1634,545,3
1635,545,17
1636,546,11
1637,546,4
1638,546,14
1639,547,15
1640,547,5
1641,547,4
1642,548,18
1643,548,8
1644,548,1
1645,549,10
1646,549,18
1647,549,12
1648,550,6
1649,550,6
1650,550,11
1651,551,19
1652,551,15
1653,551,2
1654,552,7
1655,552,5
1656,552,15
1657,553,4
1658,553,0
1659,553,12
1660,554,6
1661,554,9
1662,554,7
1663,555,16
1664,555,2
1665,555,9
1666,556,6
1667,556,2
1668,556,0
1669,557,8
1670,557,16
1671,557,19
1672,558,5
1673,558,18
1674,558,8
1675,559,3
1676,559,4
1677,559,5
1678,560,6
1679,560,15
1680,560,5
1681,561,2
1682,561,8
1683,561,6
1684,562,3
1685,562,19
1686,562,15
1687,563,12
1688,563,17
1689,563,8
1690,564,19
1691,564,10
1692,564,17
1693,565,15
1694,565,12
1695,565,17
1696,566,2
1697,566,9
1698,566,10
1699,567,17
1700,567,11
1701,567,3
1702,568,4
1703,568,5
1704,568,7
1705,569,9
1706,569,11
1707,569,6
1708,570,12
1709,570,3
1710,570,13
1711,571,11
1712,571,9
1713,571,16
1714,572,0
1715,572,14
1716,572,10
1717,573,7
1718,573,19
1719,573,14
1720,574,16
1721,574,6
1722,574,11
1723,575,5
1724,575,15
1725,575,5
1726,576,14
1727,576,18
1728,576,8
1729,577,3
1730,577,5
1731,577,9
1732,578,13
1733,578,5
1734,578,13
1735,579,17
1736,579,16
1737,579,0
1738,580,9
1739,580,11
1740,580,15
1741,581,10
1742,581,19
1743,581,17
1744,582,17
1745,582,9
1746,582,12
1747,583,9
1748,583,10
1749,583,10
1750,584,12
1751,584,11
1752,584,16
1753,585,11
1754,585,8
1755,585,2
1756,586,8
1757,586,3
1758,586,0
1759,587,0
1760,587,6
1761,587,16
1762,588,18
1763,588,8
1764,588,2
1765,589,5
1766,589,18
1767,589,17
1768,590,14
1769,590,9
1770,590,14
1771,591,17
1772,591,16
1773,591,5
1774,592,6
1775,592,14
1776,592,9
1777,593,13
1778,593,18
1779,593,13
1780,594,17
1781,594,19
1782,594,11
1783,595,14
1784,595,7
1785,595,4
1786,596,9
1787,596,12
1788,596,15
1789,597,6
1790,597,13
1791,597,9
1792,598,7
1793,598,17
1794,598,9
1795,599,17
1796,599,0
1797,599,5
1798,600,0
1799,600,8
1800,600,2
1801,601,7
1802,601,19
1803,601,8
1804,602,16
1805,602,10
1806,602,5
1807,603,6
1808,603,19
1809,603,16
1810,604,9
1811,604,0
1812,604,6
1813,605,5
1814,605,9
1815,605,11
1816,606,2
1817,606,16
1818,606,7
1819,607,3
1820,607,3
1821,607,12
1822,608,17
1823,608,7
1824,608,16
1825,609,13
1826,609,0
1827,609,13
1828,610,7
1829,610,13
1830,610,4
1831,611,12
1832,611,2
1833,611,16
1834,612,2
1835,612,13
1836,612,18
1837,613,0
1838,613,5
1839,613,10
1840,614,10
1841,614,5
1842,614,0
1843,615,18
1844,615,5
1845,615,18
1846,616,16
1847,616,2
1848,616,10
1849,617,0
1850,617,3
1851,617,13
1852,618,10
1853,618,7
1854,618,0
1855,619,11
1856,619,15
1857,619,3
1858,620,6
1859,620,18
1860,620,17
1861,621,18
1862,621,12
1863,621,1
1864,622,19
1865,622,0
1866,622,12
1867,623,16
1868,623,1
1869,623,4
1870,624,14
1871,624,8
1872,624,6
1873,625,19
1874,625,5
1875,625,4
1876,626,2
1877,626,13
1878,626,0
1879,627,4
1880,627,12
1881,627,15
1882,628,12
1883,628,11
1884,628,18
1885,629,12
1886,629,12
1887,629,5
1888,630,17
1889,630,14
1890,630,3
1891,631,17
1892,631,15
1893,631,11
1894,632,18
1895,632,18
1896,632,10
1897,633,13
1898,633,13
1899,633,11
1900,634,5
1901,634,11
1902,634,16
1903,635,14
1904,635,14
1905,635,17
1906,636,3
1907,636,3
1908,636,5
1909,637,17
1910,637,18
1911,637,15
1912,638,13
1913,638,6
1914,638,3
1915,639,15
1916,639,18
1917,639,6
1918,640,9
1919,640,12
1920,640,0
1921,641,5
1922,641,15
1923,641,17
1924,642,2
1925,642,7
1926,642,1
1927,643,13
1928,643,6
1929,643,3
1930,644,11
1931,644,9
1932,644,16
1933,645,15
1934,645,10
1935,645,18
1936,646,17
1937,646,15
1938,646,0
1939,647,3
1940,647,9
1941,647,5
1942,648,15
1943,648,0
1944,648,16
1945,649,13
1946,649,10
1947,649,18
1948,650,9
1949,650,0
1950,650,14
1951,651,11
1952,651,0
1953,651,18
1954,652,13
1955,652,13
1956,652,12
1957,653,15
1958,653,7
1959,653,13
1960,654,15
1961,654,19
1962,654,11
1963,655,8
1964,655,6
1965,655,16
1966,656,12
1967,656,6
1968,656,1
1969,657,4
1970,657,13
1971,657,0
1972,658,17
1973,658,1
1974,658,10
1975,659,0
1976,659,12
1977,659,8
1978,660,13
1979,660,9
1980,660,14
1981,661,11
1982,661,18
1983,661,3
1984,662,15
1985,662,9
1986,662,1
1987,663,1
1988,663,3
1989,663,3
1990,664,1
1991,664,15
1992,664,16
1993,665,15
1994,665,9
1995,665,4
1996,666,9
1997,666,6
1998,666,6
1999,667,13
2000,667,1
2001,667,12
2002,668,5
2003,668,17
2004,668,11
2005,669,17
2006,669,4
2007,669,15
2008,670,4
2009,670,10
2010,670,5
2011,671,17
2012,671,0
2013,671,18
2014,672,8
2015,672,2
2016,672,3
2017,673,13
2018,673,15
2019,673,11
2020,674,7
2021,674,19
2022,674,14
2023,675,9
2024,675,11
2025,675,14
2026,676,1
2027,676,1
2028,676,9
2029,677,16
2030,677,19
2031,677,14
2032,678,6
2033,678,17
2034,678,11
2035,679,16
2036,679,15
2037,679,1
2038,680,7
2039,680,6
2040,680,4
2041,681,19
2042,681,17
2043,681,1
2044,682,14
2045,682,17
2046,682,11
2047,683,2
2048,683,0
2049,683,11
2050,684,1
2051,684,3
2052,684,7
2053,685,1
2054,685,16
2055,685,12
2056,686,1
2057,686,10
2058,686,7
2059,687,3
2060,687,2
2061,687,0
2062,688,2
2063,688,0
2064,688,6
2065,689,5
2066,689,0
2067,689,15
2068,690,3
2069,690,2
2070,690,4
2071,691,19
2072,691,15
2073,691,6
2074,692,0
2075,692,6
2076,692,16
2077,693,6
2078,693,14
2079,693,3
2080,694,11
2081,694,0
2082,694,6
2083,695,19
2084,695,9
2085,695,9
2086,696,1
2087,696,14
2088,696,18
2089,697,11
2090,697,15
2091,697,4
2092,698,8
2093,698,3
2094,698,14
2095,699,3
2096,699,6
2097,699,12
2098,700,2
2099,700,3
2100,700,10
2101,701,10
2102,701,5
2103,701,12
2104,702,6
2105,702,16
2106,702,6
2107,703,17
2108,703,9
2109,703,13
2110,704,14
2111,704,16
2112,704,5
2113,705,2
2114,705,18
2115,705,16
2116,706,19
2117,706,15
2118,706,3
2119,707,18
2120,707,19
2121,707,16
2122,708,2
2123,708,18
2124,708,10
2125,709,8
2126,709,18
2127,709,17
2128,710,17
2129,710,14
2130,710,19
2131,711,15
2132,711,16
2133,711,17
2134,712,18
2135,712,10
2136,712,2
2137,713,18
2138,713,11
2139,713,19
